account_id,week_number,week_date,logins,feature_events,support_tickets,churned_this_week
10,39,2026-05-30,2,1,0,False
10,40,2026-06-06,5,2,0,False
10,41,2026-06-13,3,1,0,False
10,42,2026-06-20,5,2,0,False
10,43,2026-06-27,2,1,0,False
10,44,2026-07-04,6,3,0,False
10,45,2026-07-11,4,2,0,False
10,46,2026-07-18,7,3,0,False
10,47,2026-07-25,4,2,0,False
10,48,2026-08-01,2,1,0,False
11,0,2026-06-06,3,3,0,False
11,1,2026-06-13,2,3,1,False
11,2,2026-06-20,5,6,0,False
11,3,2026-06-27,4,4,0,False
11,4,2026-07-04,3,3,0,False
11,5,2026-07-11,5,6,0,False
11,6,2026-07-18,3,4,0,False
11,7,2026-07-25,5,5,0,False
11,8,2026-08-01,3,4,0,False
12,0,2026-05-16,7,2,0,False
12,1,2026-05-23,11,3,0,False
12,2,2026-05-30,5,1,0,False
12,3,2026-06-06,5,2,0,False
12,4,2026-06-13,8,2,0,False
12,5,2026-06-20,6,2,0,False
12,6,2026-06-27,7,2,0,False
12,7,2026-07-04,10,3,0,False
12,8,2026-07-11,7,2,0,False
12,9,2026-07-18,9,3,0,False
12,10,2026-07-25,6,2,0,False
12,11,2026-08-01,4,1,0,False
13,0,2025-08-16,7,3,0,False
13,1,2025-08-23,9,3,0,False
13,2,2025-08-30,9,3,0,False
13,3,2025-09-06,11,4,0,False
13,4,2025-09-13,9,3,1,False
13,5,2025-09-20,11,4,0,False
13,6,2025-09-27,12,5,0,False
13,7,2025-10-04,9,3,0,False
13,8,2025-10-11,8,3,0,False
13,9,2025-10-18,10,4,0,False
13,10,2025-10-25,12,5,0,False
13,11,2025-11-01,13,5,0,False
13,12,2025-11-08,14,5,0,False
13,13,2025-11-15,12,4,0,False
13,14,2025-11-22,7,3,0,False
13,15,2025-11-29,9,4,1,False
13,16,2025-12-06,7,3,0,False
13,17,2025-12-13,14,5,0,False
13,18,2025-12-20,5,2,0,False
13,19,2025-12-27,15,6,0,False
13,20,2026-01-03,10,4,0,False
13,21,2026-01-10,5,2,0,False
13,22,2026-01-17,11,4,0,False
13,23,2026-01-24,8,3,0,False
13,24,2026-01-31,8,3,0,False
13,25,2026-02-07,10,4,0,False
13,26,2026-02-14,9,4,0,False
13,27,2026-02-21,12,5,0,False
13,28,2026-02-28,5,2,0,False
13,29,2026-03-07,11,4,0,False
13,30,2026-03-14,10,4,0,False
13,31,2026-03-21,11,4,0,False
13,32,2026-03-28,8,3,0,False
13,33,2026-04-04,16,6,0,False
13,34,2026-04-11,10,4,0,False
13,35,2026-04-18,9,3,0,False
13,36,2026-04-25,5,2,0,False
13,37,2026-05-02,8,3,0,False
13,38,2026-05-09,11,4,0,False
13,39,2026-05-16,14,5,0,False
13,40,2026-05-23,9,3,1,False
13,41,2026-05-30,12,5,0,False
13,42,2026-06-06,9,4,0,False
13,43,2026-06-13,5,2,0,False
13,44,2026-06-20,18,7,0,False
13,45,2026-06-27,14,5,0,False
13,46,2026-07-04,9,3,0,False
13,47,2026-07-11,7,3,0,False
13,48,2026-07-18,13,5,0,False
13,49,2026-07-25,7,3,0,False
13,50,2026-08-01,9,3,0,False
14,0,2026-07-18,8,8,0,False
14,1,2026-07-25,8,8,0,False
14,2,2026-08-01,6,6,1,False
15,0,2025-08-30,13,2,0,False
15,1,2025-09-06,5,1,0,False
15,2,2025-09-13,7,1,0,False
15,3,2025-09-20,8,2,0,False
15,4,2025-09-27,12,2,0,False
15,5,2025-10-04,6,1,0,False
15,6,2025-10-11,11,2,0,False
15,7,2025-10-18,5,1,0,False
15,8,2025-10-25,7,1,0,False
15,9,2025-11-01,5,1,0,False
15,10,2025-11-08,9,2,0,False
15,11,2025-11-15,7,1,0,False
15,12,2025-11-22,7,1,0,False
15,13,2025-11-29,14,2,0,False
15,14,2025-12-06,7,1,0,False
15,15,2025-12-13,13,2,0,False
15,16,2025-12-20,7,1,0,False
15,17,2025-12-27,9,2,0,False
15,18,2026-01-03,8,2,0,False
15,19,2026-01-10,12,2,0,False
15,20,2026-01-17,11,2,0,False
15,21,2026-01-24,8,1,0,False
15,22,2026-01-31,11,2,0,False
15,23,2026-02-07,10,2,0,False
15,24,2026-02-14,6,1,0,False
15,25,2026-02-21,13,2,0,False
15,26,2026-02-28,14,3,0,False
15,27,2026-03-07,9,2,1,False
15,28,2026-03-14,5,1,0,False
15,29,2026-03-21,7,1,0,False
15,30,2026-03-28,7,1,0,False
15,31,2026-04-04,6,1,0,False
15,32,2026-04-11,10,2,0,False
15,33,2026-04-18,7,1,0,False
15,34,2026-04-25,6,1,0,False
15,35,2026-05-02,9,2,0,False
15,36,2026-05-09,8,1,0,False
15,37,2026-05-16,7,1,0,False
15,38,2026-05-23,13,2,0,False
15,39,2026-05-30,10,2,0,False
15,40,2026-06-06,10,2,0,False
15,41,2026-06-13,10,2,0,False
15,42,2026-06-20,10,2,0,False
15,43,2026-06-27,8,1,0,False
15,44,2026-07-04,7,1,0,False
15,45,2026-07-11,9,2,0,False
15,46,2026-07-18,8,1,0,False
15,47,2026-07-25,5,1,0,False
15,48,2026-08-01,6,1,0,False
16,0,2026-01-17,7,13,0,False
16,1,2026-01-24,5,10,0,False
16,2,2026-01-31,4,7,0,False
16,3,2026-02-07,4,7,0,False
16,4,2026-02-14,7,13,0,False
16,5,2026-02-21,5,9,0,False
16,6,2026-02-28,2,4,0,False
16,7,2026-03-07,5,9,0,False
16,8,2026-03-14,6,12,0,False
16,9,2026-03-21,4,7,0,False
16,10,2026-03-28,5,10,0,False
16,11,2026-04-04,5,10,0,False
16,12,2026-04-11,4,7,0,False
16,13,2026-04-18,7,14,0,False
16,14,2026-04-25,5,10,0,False
16,15,2026-05-02,5,8,0,False
16,16,2026-05-09,5,9,0,False
16,17,2026-05-16,3,6,0,False
16,18,2026-05-23,3,6,0,False
16,19,2026-05-30,4,8,0,False
16,20,2026-06-06,4,8,0,False
16,21,2026-06-13,5,9,1,False
16,22,2026-06-20,4,7,0,False
16,23,2026-06-27,4,7,0,False
16,24,2026-07-04,7,13,0,False
16,25,2026-07-11,7,13,0,False
16,26,2026-07-18,5,9,0,False
16,27,2026-07-25,4,7,0,False
16,28,2026-08-01,4,8,0,False
17,0,2025-11-08,8,9,0,False
17,1,2025-11-15,8,10,0,False
17,2,2025-11-22,5,6,1,False
17,3,2025-11-29,8,10,0,False
17,4,2025-12-06,5,6,0,False
17,5,2025-12-13,11,13,0,False
17,6,2025-12-20,8,10,0,False
17,7,2025-12-27,8,9,0,False
17,8,2026-01-03,6,7,0,False
17,9,2026-01-10,14,17,0,False
17,10,2026-01-17,6,7,0,False
17,11,2026-01-24,5,6,0,False
17,12,2026-01-31,5,6,0,False
17,13,2026-02-07,9,11,0,False
17,14,2026-02-14,7,8,0,False
17,15,2026-02-21,6,8,0,False
17,16,2026-02-28,6,7,0,False
17,17,2026-03-07,6,7,0,False
17,18,2026-03-14,5,7,0,False
17,19,2026-03-21,8,9,0,False
17,20,2026-03-28,6,7,0,False
17,21,2026-04-04,5,6,0,False
17,22,2026-04-11,9,10,0,False
17,23,2026-04-18,5,6,0,False
17,24,2026-04-25,7,8,0,False
17,25,2026-05-02,4,4,0,False
17,26,2026-05-09,4,5,0,False
17,27,2026-05-16,6,7,0,False
17,28,2026-05-23,5,7,0,False
17,29,2026-05-30,5,7,0,False
17,30,2026-06-06,8,10,0,False
17,31,2026-06-13,8,10,0,False
17,32,2026-06-20,7,8,0,False
17,33,2026-06-27,5,6,0,False
17,34,2026-07-04,6,7,1,False
17,35,2026-07-11,4,5,1,False
17,36,2026-07-18,9,10,0,False
17,37,2026-07-25,5,6,0,False
17,38,2026-08-01,6,8,0,False
18,0,2026-01-10,6,8,1,False
18,1,2026-01-17,8,10,0,False
18,2,2026-01-24,5,6,0,False
18,3,2026-01-31,5,6,0,False
18,4,2026-02-07,8,9,0,False
18,5,2026-02-14,8,10,1,False
18,6,2026-02-21,4,5,1,False
18,7,2026-02-28,5,6,0,False
18,8,2026-03-07,4,5,0,False
18,9,2026-03-14,6,7,0,False
18,10,2026-03-21,11,14,0,False
18,11,2026-03-28,3,4,0,False
18,12,2026-04-04,6,8,1,False
18,13,2026-04-11,2,3,0,False
18,14,2026-04-18,3,3,0,False
18,15,2026-04-25,4,5,1,False
18,16,2026-05-02,3,4,0,False
18,17,2026-05-09,4,5,0,False
18,18,2026-05-16,4,5,0,False
18,19,2026-05-23,4,5,1,False
18,20,2026-05-30,3,4,0,False
18,21,2026-06-06,2,3,0,False
18,22,2026-06-13,2,3,0,False
18,23,2026-06-20,3,3,0,False
18,24,2026-06-27,2,3,0,False
18,25,2026-07-04,2,2,0,False
18,26,2026-07-11,3,4,0,False
18,27,2026-07-18,2,2,0,False
18,28,2026-07-25,2,2,0,False
18,29,2026-08-01,3,3,0,False
19,0,2025-11-08,5,4,0,False
19,1,2025-11-15,6,5,0,False
19,2,2025-11-22,9,7,0,False
19,3,2025-11-29,3,2,0,False
19,4,2025-12-06,9,7,0,False
19,5,2025-12-13,9,7,0,False
19,6,2025-12-20,6,5,0,False
19,7,2025-12-27,5,4,0,False
19,8,2026-01-03,4,3,0,False
19,9,2026-01-10,6,5,0,False
19,10,2026-01-17,5,5,0,False
19,11,2026-01-24,4,4,0,False
19,12,2026-01-31,6,5,0,False
19,13,2026-02-07,7,6,0,False
19,14,2026-02-14,2,2,0,False
19,15,2026-02-21,8,6,0,False
19,16,2026-02-28,4,3,0,False
19,17,2026-03-07,7,6,0,False
19,18,2026-03-14,5,4,0,False
19,19,2026-03-21,5,4,0,False
19,20,2026-03-28,6,5,0,False
19,21,2026-04-04,7,6,0,False
19,22,2026-04-11,6,5,0,False
19,23,2026-04-18,4,4,0,False
19,24,2026-04-25,3,2,0,False
19,25,2026-05-02,6,5,0,False
19,26,2026-05-09,5,4,0,False
19,27,2026-05-16,3,3,0,False
19,28,2026-05-23,5,5,0,False
19,29,2026-05-30,5,4,0,False
19,30,2026-06-06,8,6,0,False
19,31,2026-06-13,9,8,0,False
19,32,2026-06-20,7,6,0,False
19,33,2026-06-27,5,4,0,False
19,34,2026-07-04,5,4,0,False
19,35,2026-07-11,4,3,0,False
19,36,2026-07-18,4,3,0,False
19,37,2026-07-25,5,4,0,False
19,38,2026-08-01,5,4,0,False
20,0,2026-07-11,3,3,0,False
20,1,2026-07-18,3,3,0,False
20,2,2026-07-25,4,4,0,False
20,3,2026-08-01,3,3,0,False
21,0,2026-03-28,10,5,0,False
21,1,2026-04-04,4,2,1,False
21,2,2026-04-11,9,5,0,False
21,3,2026-04-18,4,2,0,False
21,4,2026-04-25,3,1,0,False
21,5,2026-05-02,4,2,0,False
21,6,2026-05-09,10,5,0,False
21,7,2026-05-16,4,2,0,False
21,8,2026-05-23,6,3,0,False
21,9,2026-05-30,4,2,0,False
21,10,2026-06-06,5,3,0,False
21,11,2026-06-13,4,2,0,False
21,12,2026-06-20,3,2,0,False
21,13,2026-06-27,5,3,0,False
21,14,2026-07-04,5,2,0,False
21,15,2026-07-11,4,2,1,False
21,16,2026-07-18,4,2,0,False
21,17,2026-07-25,5,2,0,False
21,18,2026-08-01,3,2,0,False
22,0,2025-10-11,11,6,0,False
22,1,2025-10-18,8,4,0,False
22,2,2025-10-25,15,8,0,False
22,3,2025-11-01,8,4,0,False
22,4,2025-11-08,11,6,0,False
22,5,2025-11-15,12,6,0,False
22,6,2025-11-22,14,7,0,False
22,7,2025-11-29,14,7,0,False
22,8,2025-12-06,8,4,0,False
22,9,2025-12-13,9,5,0,False
22,10,2025-12-20,9,5,0,False
22,11,2025-12-27,9,4,0,False
22,12,2026-01-03,15,8,0,False
22,13,2026-01-10,22,11,0,False
22,14,2026-01-17,10,5,0,False
22,15,2026-01-24,11,6,0,False
22,16,2026-01-31,19,10,0,False
22,17,2026-02-07,14,7,0,False
22,18,2026-02-14,7,3,0,False
22,19,2026-02-21,15,8,0,False
22,20,2026-02-28,10,5,0,False
22,21,2026-03-07,7,4,0,False
22,22,2026-03-14,9,5,0,False
22,23,2026-03-21,11,6,0,False
22,24,2026-03-28,9,5,0,False
22,25,2026-04-04,7,4,1,False
22,26,2026-04-11,14,7,0,False
22,27,2026-04-18,9,4,0,False
22,28,2026-04-25,8,4,0,False
22,29,2026-05-02,7,4,1,False
22,30,2026-05-09,19,10,1,False
22,31,2026-05-16,9,5,0,False
22,32,2026-05-23,14,7,0,False
22,33,2026-05-30,11,6,0,False
22,34,2026-06-06,11,6,0,False
22,35,2026-06-13,8,4,0,False
22,36,2026-06-20,15,8,0,False
22,37,2026-06-27,13,7,0,False
22,38,2026-07-04,13,7,0,False
22,39,2026-07-11,10,5,0,False
22,40,2026-07-18,7,4,0,False
22,41,2026-07-25,11,6,0,False
22,42,2026-08-01,12,6,0,False
23,0,2025-11-29,6,3,0,False
23,1,2025-12-06,10,5,0,False
23,2,2025-12-13,8,4,0,False
23,3,2025-12-20,7,3,0,False
23,4,2025-12-27,12,6,0,False
23,5,2026-01-03,9,5,0,False
23,6,2026-01-10,8,4,0,False
23,7,2026-01-17,6,3,0,False
23,8,2026-01-24,9,4,0,False
23,9,2026-01-31,9,4,0,False
23,10,2026-02-07,8,4,0,False
23,11,2026-02-14,9,4,0,False
23,12,2026-02-21,6,3,0,False
23,13,2026-02-28,8,4,0,False
23,14,2026-03-07,6,3,0,False
23,15,2026-03-14,7,4,0,False
23,16,2026-03-21,6,3,0,False
23,17,2026-03-28,9,5,0,False
23,18,2026-04-04,10,5,0,False
23,19,2026-04-11,9,4,0,False
23,20,2026-04-18,7,3,0,False
23,21,2026-04-25,6,3,0,False
23,22,2026-05-02,10,5,0,False
23,23,2026-05-09,8,4,0,False
23,24,2026-05-16,5,2,0,False
23,25,2026-05-23,8,4,0,False
23,26,2026-05-30,9,4,0,False
23,27,2026-06-06,5,3,0,False
23,28,2026-06-13,9,5,0,False
23,29,2026-06-20,5,3,0,False
23,30,2026-06-27,6,3,0,False
23,31,2026-07-04,5,3,0,False
23,32,2026-07-11,6,3,0,False
23,33,2026-07-18,6,3,0,False
23,34,2026-07-25,11,5,0,False
23,35,2026-08-01,8,4,0,False
24,0,2026-07-04,7,4,0,False
24,1,2026-07-11,7,4,0,False
24,2,2026-07-18,4,3,0,False
24,3,2026-07-25,5,3,0,False
24,4,2026-08-01,4,2,0,False
25,0,2025-08-16,8,8,0,False
25,1,2025-08-23,4,4,0,False
25,2,2025-08-30,11,12,0,False
25,3,2025-09-06,9,9,0,False
25,4,2025-09-13,4,4,0,False
25,5,2025-09-20,6,7,0,False
25,6,2025-09-27,4,5,0,False
25,7,2025-10-04,7,7,0,False
25,8,2025-10-11,5,5,0,False
25,9,2025-10-18,4,4,0,False
25,10,2025-10-25,5,5,0,False
25,11,2025-11-01,8,9,0,False
25,12,2025-11-08,8,8,0,False
25,13,2025-11-15,8,9,0,False
25,14,2025-11-22,6,7,0,False
25,15,2025-11-29,7,7,0,False
25,16,2025-12-06,5,5,0,False
25,17,2025-12-13,8,8,0,False
25,18,2025-12-20,8,9,0,False
25,19,2025-12-27,4,4,0,False
25,20,2026-01-03,5,6,0,False
25,21,2026-01-10,5,5,0,False
25,22,2026-01-17,5,5,0,False
25,23,2026-01-24,6,6,0,False
25,24,2026-01-31,6,7,0,False
25,25,2026-02-07,5,5,0,False
25,26,2026-02-14,3,3,0,False
25,27,2026-02-21,5,6,0,False
25,28,2026-02-28,8,9,0,False
25,29,2026-03-07,6,6,0,False
25,30,2026-03-14,3,3,0,False
25,31,2026-03-21,8,8,0,False
25,32,2026-03-28,5,5,0,False
25,33,2026-04-04,10,10,0,False
25,34,2026-04-11,5,5,0,False
25,35,2026-04-18,5,5,0,False
25,36,2026-04-25,4,4,0,False
25,37,2026-05-02,5,5,0,False
25,38,2026-05-09,5,6,0,False
25,39,2026-05-16,5,5,0,False
25,40,2026-05-23,5,5,0,False
25,41,2026-05-30,7,7,0,False
25,42,2026-06-06,5,5,0,False
25,43,2026-06-13,7,7,0,False
25,44,2026-06-20,8,8,0,False
25,45,2026-06-27,15,16,0,False
25,46,2026-07-04,7,7,0,False
25,47,2026-07-11,4,5,0,False
25,48,2026-07-18,5,5,0,False
25,49,2026-07-25,6,6,0,False
25,50,2026-08-01,8,9,1,False
26,0,2025-09-06,3,5,0,False
26,1,2025-09-13,4,8,0,False
26,2,2025-09-20,5,9,0,False
26,3,2025-09-27,4,8,1,False
26,4,2025-10-04,3,6,0,False
26,5,2025-10-11,3,6,0,False
26,6,2025-10-18,3,5,0,False
26,7,2025-10-25,3,5,0,False
26,8,2025-11-01,3,6,0,False
26,9,2025-11-08,2,3,0,False
26,10,2025-11-15,3,6,1,False
26,11,2025-11-22,2,3,0,False
26,12,2025-11-29,2,4,0,False
26,13,2025-12-06,2,5,0,False
26,14,2025-12-13,2,4,1,False
26,15,2025-12-20,1,3,0,False
26,16,2025-12-27,1,1,0,False
26,17,2026-01-03,2,5,0,False
26,18,2026-01-10,1,2,0,False
26,19,2026-01-17,1,3,0,False
26,20,2026-01-24,2,3,0,False
26,21,2026-01-31,2,3,0,False
26,22,2026-02-07,1,2,0,False
26,23,2026-02-14,1,2,0,False
26,24,2026-02-21,1,2,1,False
26,25,2026-02-28,1,2,0,True
27,0,2026-03-21,3,4,0,False
27,1,2026-03-28,5,6,0,False
27,2,2026-04-04,8,10,0,False
27,3,2026-04-11,4,6,0,False
27,4,2026-04-18,4,6,0,False
27,5,2026-04-25,3,4,0,False
27,6,2026-05-02,3,4,1,False
27,7,2026-05-09,3,4,0,False
27,8,2026-05-16,5,7,0,False
27,9,2026-05-23,4,5,0,False
27,10,2026-05-30,4,5,0,False
27,11,2026-06-06,6,8,0,False
27,12,2026-06-13,6,8,0,False
27,13,2026-06-20,3,4,0,False
27,14,2026-06-27,7,10,0,False
27,15,2026-07-04,4,6,0,False
27,16,2026-07-11,2,3,0,False
27,17,2026-07-18,4,5,0,False
27,18,2026-07-25,5,6,0,False
27,19,2026-08-01,6,8,0,False
28,0,2026-05-16,15,6,0,False
28,1,2026-05-23,25,9,0,False
28,2,2026-05-30,12,4,0,False
28,3,2026-06-06,17,6,0,False
28,4,2026-06-13,6,2,2,False
28,5,2026-06-20,6,2,0,False
28,6,2026-06-27,7,3,0,False
28,7,2026-07-04,8,3,1,False
28,8,2026-07-11,8,3,0,False
28,9,2026-07-18,7,3,0,False
28,10,2026-07-25,7,3,1,False
28,11,2026-08-01,6,2,0,False
29,0,2026-03-21,4,10,0,False
29,1,2026-03-28,3,6,0,False
29,2,2026-04-04,2,5,0,False
29,3,2026-04-11,2,5,0,False
29,4,2026-04-18,1,3,0,False
29,5,2026-04-25,2,5,1,False
29,6,2026-05-02,1,3,1,False
29,7,2026-05-09,1,3,0,False
29,8,2026-05-16,2,6,0,False
29,9,2026-05-23,1,3,1,False
29,10,2026-05-30,1,3,0,False
29,11,2026-06-06,2,3,1,False
29,12,2026-06-13,2,4,0,False
29,13,2026-06-20,2,4,0,False
29,14,2026-06-27,2,4,0,False
29,15,2026-07-04,1,3,0,False
29,16,2026-07-11,1,2,0,False
29,17,2026-07-18,1,2,0,False
29,18,2026-07-25,2,4,0,False
29,19,2026-08-01,1,3,0,False
30,0,2026-04-18,5,5,0,False
30,1,2026-04-25,7,7,0,False
30,2,2026-05-02,6,6,0,False
30,3,2026-05-09,5,5,0,False
30,4,2026-05-16,6,7,0,False
30,5,2026-05-23,6,7,0,False
30,6,2026-05-30,4,5,1,False
30,7,2026-06-06,5,6,1,False
30,8,2026-06-13,6,7,0,False
30,9,2026-06-20,5,6,0,False
30,10,2026-06-27,4,5,0,False
30,11,2026-07-04,5,5,0,False
30,12,2026-07-11,4,4,0,False
30,13,2026-07-18,6,7,0,False
30,14,2026-07-25,3,4,0,False
30,15,2026-08-01,9,9,0,False
31,0,2026-06-06,8,3,0,False
31,1,2026-06-13,11,5,0,False
31,2,2026-06-20,9,4,0,False
